Datetime,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision
11/13/2022 14:24,35877,0,1,0,1,1,220,219,1823,72.42724156,November,Sunday,14,Local
9/2/2022 17:42,33416,1,0,0,0,0,222,217,1818,87.30280187,September,Friday,17,Local
9/9/2022 22:06,33662,1,1,1,0,1,228,221,1887,23.28939379,September,Friday,22,Local
9/11/2023 19:07,46226,0,1,0,0,0,233,233,1579,35.76092532,September,Monday,19,Local
10/27/2022 22:56,35307,1,1,0,0,1,236,236,1567,73.92499324,October,Thursday,22,Local
10/31/2023 2:48,47915,1,0,1,0,0,225,221,1750,28.99776045,October,Tuesday,2,Local
7/24/2020 14:25,7042,1,0,0,0,1,236,230,1723,30.49155493,July,Friday,14,Local
10/26/2022 21:00,35270,1,1,0,0,1,235,232,1824,34.59423911,October,Wednesday,21,Local
1/20/2022 13:01,25704,1,1,0,0,0,235,229,1845,55.35370512,January,Thursday,13,Local
10/29/2020 9:37,10357,0,0,1,0,0,220,212,1905,87.00632163,October,Thursday,9,Local
11/29/2021 20:34,23934,0,1,0,0,0,222,214,1835,56.44673279,November,Monday,20,Local
3/22/2020 22:29,2807,0,0,0,0,1,222,217,1748,36.75794031,March,Sunday,22,Local
9/13/2020 11:14,8784,0,1,1,1,1,227,219,1673,99.76750001,September,Sunday,11,Local
1/21/2023 20:02,38248,1,0,1,1,0,231,224,1968,75.97980372,January,Saturday,20,Local
4/2/2021 21:27,15682,0,1,0,1,0,228,223,1802,80.43141068,April,Friday,21,Local
6/15/2020 14:50,5707,1,1,1,0,1,230,222,1535,31.75982778,June,Monday,14,Local
11/13/2020 15:27,10879,0,1,0,1,0,238,231,1766,71.14578669,November,Friday,15,Local
8/12/2021 22:32,20204,1,1,1,1,1,235,234,1553,56.27402639,August,Thursday,22,Local
4/1/2021 23:44,15651,1,0,0,1,1,225,224,1913,24.4824325,April,Thursday,23,Local
2/8/2020 12:22,1320,1,1,0,1,1,229,222,1765,70.85182187,February,Saturday,12,Local
9/14/2023 4:35,46308,0,1,1,0,0,222,213,1908,90.67755456,September,Thursday,4,Local
9/23/2022 2:10,34113,1,1,0,0,1,237,231,1933,96.82378445,September,Friday,2,Local
2/19/2022 0:08,26713,0,1,1,1,1,234,227,1976,84.42152834,February,Saturday,0,Local
11/5/2023 4:44,48089,1,1,1,0,1,235,233,1587,66.96662487,November,Sunday,4,Local
7/21/2022 11:05,31934,1,1,0,1,0,221,213,1902,56.1795971,July,Thursday,11,Local
3/20/2022 22:28,27738,1,1,1,0,0,221,220,1645,56.24671244,March,Sunday,22,Local
10/28/2020 3:29,10314,0,1,0,1,0,226,225,1950,71.60865676,October,Wednesday,3,Local
7/30/2021 4:27,19733,1,0,1,0,0,232,231,1668,61.22973093,July,Friday,4,Local
5/12/2021 1:15,17023,0,0,0,0,1,230,229,1701,45.91662537,May,Wednesday,1,Local
1/7/2021 23:29,12774,1,0,1,1,1,223,217,1906,41.45339189,January,Thursday,23,Local
5/8/2021 1:14,16886,1,0,1,0,0,223,219,1627,89.07925424,May,Saturday,1,Local
10/11/2022 14:29,34747,0,1,0,0,1,230,227,1949,98.99194263,October,Tuesday,14,Local
5/16/2020 20:00,4687,1,1,1,0,1,234,234,1958,77.13549081,May,Saturday,20,Local
1/18/2021 4:04,13123,1,1,1,1,0,230,224,1913,15.63377739,January,Monday,4,Local
4/21/2021 16:05,16325,0,0,0,1,0,229,221,1940,82.15884377,April,Wednesday,16,Local
3/25/2021 16:32,15401,1,1,1,1,1,229,226,1868,67.54670355,March,Thursday,16,Local
8/29/2020 6:49,8264,1,1,1,0,0,236,231,1759,42.97962518,August,Saturday,6,Local
3/14/2023 22:17,40032,0,0,1,1,1,230,224,1741,49.34602902,March,Tuesday,22,Local
9/3/2023 10:41,45940,1,1,1,1,0,236,229,1502,38.24518459,September,Sunday,10,Local
7/25/2020 20:33,7085,1,1,1,0,0,231,224,1525,78.78559837,July,Saturday,20,Local
6/8/2023 23:35,42979,1,1,1,1,0,228,220,1876,47.32289969,June,Thursday,23,Local
2/22/2023 14:31,39336,0,0,0,0,0,228,219,1590,48.63151826,February,Wednesday,14,Local
12/1/2022 7:05,36483,0,0,0,1,0,238,233,1639,87.64448748,December,Thursday,7,Local
7/23/2022 1:38,31989,1,1,0,0,0,224,221,1844,51.54485057,July,Saturday,1,Local
1/26/2020 19:31,885,1,0,1,1,1,221,221,1848,44.4828444,January,Sunday,19,Local
3/4/2020 16:28,2182,1,1,0,1,1,226,224,1739,30.518865,March,Wednesday,16,Local
9/8/2022 13:51,33616,0,0,1,1,1,228,222,1623,93.9839374,September,Thursday,13,Local
5/26/2023 4:48,42507,0,0,0,0,0,233,231,1834,18.45920039,May,Friday,4,Local
6/17/2021 6:15,18263,0,0,1,0,0,234,229,1633,79.55578708,June,Thursday,6,Local
6/14/2023 14:50,43172,1,1,1,0,0,220,211,1857,26.79433731,June,Wednesday,14,Local
3/20/2023 22:39,40238,0,1,0,1,0,221,217,1674,89.74426563,March,Monday,22,Local
3/13/2022 16:40,27490,1,1,1,1,1,229,224,1900,90.10325016,March,Sunday,16,Local
5/12/2020 21:24,4552,1,0,1,0,0,236,227,1737,21.65103172,May,Tuesday,21,Local
6/5/2023 18:29,42869,0,0,1,1,1,238,236,1563,65.46854278,June,Monday,18,Local
9/8/2022 23:40,33630,1,1,0,0,0,228,223,1871,84.27001013,September,Thursday,23,Local
6/19/2020 0:08,5823,1,1,1,1,0,232,224,1837,18.19752019,June,Friday,0,Local
2/14/2023 15:53,39064,0,1,1,0,0,233,233,1956,74.6150161,February,Tuesday,15,Local
8/6/2022 6:14,32475,1,0,1,1,0,234,229,1622,65.74673318,August,Saturday,6,Local
3/23/2021 18:16,15335,1,1,1,0,0,236,233,1748,98.09590597,March,Tuesday,18,Local
4/9/2023 5:53,40899,0,0,0,1,1,230,227,1572,20.008929,April,Sunday,5,Local
10/25/2022 1:33,35208,0,1,0,0,1,232,223,1772,31.96535731,October,Tuesday,1,Local
9/21/2022 19:19,34069,0,1,1,1,0,233,228,1867,45.25316415,September,Wednesday,19,Local
9/26/2023 6:43,46722,1,1,1,0,0,233,230,1528,36.50314243,September,Tuesday,6,Local
6/14/2021 12:23,18169,0,0,1,1,0,226,223,1919,37.67145931,June,Monday,12,Local
1/17/2022 22:39,25615,1,0,0,1,0,232,226,1783,86.4030124,January,Monday,22,Local
8/30/2021 11:02,20804,0,1,0,1,0,227,225,1579,67.73106141,August,Monday,11,Local
9/7/2021 14:33,21083,1,0,1,1,1,226,224,1881,47.66079786,September,Tuesday,14,Local
1/29/2022 11:28,26010,0,1,1,1,0,238,234,1992,38.69571195,January,Saturday,11,Local
3/11/2023 17:11,39922,0,1,1,1,1,229,228,1595,88.45895716,March,Saturday,17,Local
1/2/2022 19:37,25097,0,1,0,0,0,232,224,1693,68.99995032,January,Sunday,19,Local
8/25/2021 3:29,20622,0,1,0,0,1,222,214,1968,23.61468439,August,Wednesday,3,Local
5/27/2020 6:54,5045,1,0,0,0,1,229,227,1605,61.54552634,May,Wednesday,6,Local
9/26/2021 5:40,21721,0,1,0,1,1,233,227,1783,82.89521036,September,Sunday,5,Local
5/30/2021 18:28,17664,1,1,1,0,0,233,232,1936,14.62168896,May,Sunday,18,Local
10/23/2020 16:16,10161,0,0,0,0,1,228,220,1618,21.6398521,October,Friday,16,Local
7/6/2021 19:48,18933,1,1,0,0,1,227,222,1504,87.49837797,July,Tuesday,19,Local
7/18/2022 5:18,31823,1,0,0,0,1,220,217,1759,45.22995524,July,Monday,5,Local
8/5/2021 19:32,19960,0,1,1,0,0,238,230,1604,37.54548747,August,Thursday,19,Local
9/27/2021 11:06,21763,0,0,1,1,0,231,226,1648,50.9668804,September,Monday,11,Local
5/16/2023 11:25,42174,0,1,1,1,0,230,227,1528,89.56160477,May,Tuesday,11,Local
2/26/2022 17:51,26978,0,0,0,0,0,223,219,1837,95.31048525,February,Saturday,17,Local
11/13/2023 16:40,48380,1,1,0,1,1,237,232,1797,70.79158685,November,Monday,16,Local
10/25/2023 4:32,47712,1,0,0,0,0,234,225,1519,72.06646318,October,Wednesday,4,Local
1/25/2023 1:49,38359,0,1,0,0,0,228,219,1963,21.25807735,January,Wednesday,1,Local
8/17/2021 11:10,20359,1,0,0,0,0,231,222,1904,86.97701402,August,Tuesday,11,Local
9/12/2020 11:25,8750,0,0,0,0,0,222,222,1866,53.56914827,September,Saturday,11,Local
6/7/2021 7:17,17922,0,1,0,1,1,230,223,1942,80.75982846,June,Monday,7,Local
4/1/2021 16:43,15641,1,1,0,0,1,225,220,1621,71.47265957,April,Thursday,16,Local
3/7/2021 3:31,14766,1,0,1,0,0,236,229,1759,56.11723902,March,Sunday,3,Local
12/25/2021 4:11,24801,1,0,0,1,1,236,232,1540,89.54271299,December,Saturday,4,Local
12/27/2020 16:16,12387,0,0,1,1,1,221,216,1533,20.56274455,December,Sunday,16,Local
8/20/2021 2:56,20450,1,0,1,0,1,235,228,1916,80.41001969,August,Friday,2,Local
2/2/2023 0:26,38631,0,0,0,1,1,222,219,1924,82.56954245,February,Thursday,0,Local
2/6/2021 8:30,13780,1,0,0,0,0,229,220,1782,30.11965631,February,Saturday,8,Local
7/10/2021 18:25,19068,0,0,0,1,1,237,234,1702,35.11559645,July,Saturday,18,Local
4/5/2021 20:56,15784,0,0,0,1,1,227,222,1785,45.2330955,April,Monday,20,Local
10/22/2020 16:26,10127,0,1,1,0,0,236,230,1861,30.65349684,October,Thursday,16,Local
5/21/2023 2:51,42333,0,0,0,1,0,238,231,1995,33.70576963,May,Sunday,2,Local
5/4/2023 13:29,41766,1,1,1,0,0,220,215,1967,44.71140485,May,Thursday,13,Local
11/28/2020 0:57,11372,0,0,1,0,0,231,231,1709,15.77441256,November,Saturday,0,Local
12/6/2022 6:14,36653,0,0,1,0,1,238,233,1868,39.67864055,December,Tuesday,6,Local
11/8/2022 9:39,35699,0,1,1,1,0,231,228,1580,90.74875898,November,Tuesday,9,Local
7/26/2020 8:28,7102,0,0,0,1,0,234,227,1882,10.85027726,July,Sunday,8,Local
7/26/2023 16:42,44613,0,0,1,1,1,236,227,1841,52.76323662,July,Wednesday,16,Local
2/3/2021 1:19,13667,0,1,1,1,1,233,233,1658,22.86316241,February,Wednesday,1,Local
11/26/2020 21:37,11333,1,0,1,1,0,231,229,1739,58.78489202,November,Thursday,21,Local
6/6/2023 20:25,42906,1,1,1,0,0,231,222,1763,59.65069756,June,Tuesday,20,Local
10/9/2023 10:47,47173,0,0,1,0,0,228,222,1584,47.25381354,October,Monday,10,Local
8/30/2021 2:37,20792,0,0,0,1,0,226,219,1672,96.39319469,August,Monday,2,Local
10/15/2021 1:00,22365,0,1,1,0,1,232,223,1754,70.07050973,October,Friday,1,Local
7/4/2022 5:36,31344,1,0,0,0,1,238,238,1706,67.93383146,July,Monday,5,Local
9/23/2022 9:52,34124,0,0,0,0,1,227,226,1615,44.43457019,September,Friday,9,Local
4/14/2021 13:05,16081,1,1,1,0,0,236,233,1841,58.81964547,April,Wednesday,13,Local
1/5/2021 6:19,12681,1,1,0,1,0,221,216,1571,21.45838559,January,Tuesday,6,Local
12/23/2022 23:37,37260,0,1,1,0,0,229,225,1573,17.66310116,December,Friday,23,Local
5/19/2022 2:19,29764,1,0,1,0,1,235,232,1650,52.89328804,May,Thursday,2,Local
6/23/2022 22:13,30991,0,1,1,0,1,237,228,1989,16.45924638,June,Thursday,22,Local
1/6/2022 4:55,25213,0,0,0,0,1,224,219,1505,12.22229713,January,Thursday,4,Local
6/13/2022 23:14,30650,0,1,1,1,1,232,231,1802,47.2840877,June,Monday,23,Local
1/26/2021 13:12,13410,0,1,0,0,0,222,216,1916,19.37080386,January,Tuesday,13,Local
5/18/2023 0:34,42227,1,0,1,1,1,233,232,1830,34.08545048,May,Thursday,0,Local
12/13/2022 12:44,36902,1,1,0,1,1,236,234,1522,37.85963998,December,Tuesday,12,Local
7/20/2020 14:25,6905,1,0,1,1,0,226,223,1546,73.80545949,July,Monday,14,Local
3/1/2021 12:15,14573,0,0,0,1,0,220,220,1765,38.4962719,March,Monday,12,Local
5/2/2023 8:14,41690,1,1,1,1,0,237,228,1631,51.06757026,May,Tuesday,8,Local
10/25/2020 12:25,10224,0,0,0,1,1,235,235,1718,65.32208053,October,Sunday,12,Local
6/14/2022 9:45,30665,1,1,0,0,0,235,231,1933,28.82190524,June,Tuesday,9,Local
3/14/2021 17:01,15025,1,1,1,1,1,220,218,1620,80.34748825,March,Sunday,17,Local
9/10/2022 1:36,33667,0,1,1,0,1,234,231,1794,65.78484659,September,Saturday,1,Local
6/25/2022 5:45,31036,0,0,0,0,1,238,237,1826,13.31209251,June,Saturday,5,Local
6/16/2022 8:00,30731,0,1,0,1,1,224,219,1603,18.59040244,June,Thursday,8,Local
8/30/2020 1:44,8291,1,1,0,1,1,231,228,1533,88.90985445,August,Sunday,1,Local
12/19/2022 16:36,37113,1,0,0,0,1,220,213,1756,37.9760345,December,Monday,16,Local
7/7/2020 20:09,6468,0,1,1,1,1,221,218,1551,83.98332746,July,Tuesday,20,Local
3/9/2022 9:39,27343,1,1,0,1,0,231,228,1864,18.96581047,March,Wednesday,9,Local
8/31/2021 17:52,20848,1,0,0,1,0,238,238,1788,93.10665547,August,Tuesday,17,Local
2/22/2023 4:00,39321,0,1,1,0,0,226,218,1854,69.91379718,February,Wednesday,4,Local
1/20/2023 8:17,38197,1,0,0,0,0,227,227,1882,90.18841552,January,Friday,8,Local
1/18/2023 3:43,38122,1,1,0,0,1,227,218,1750,91.39269302,January,Wednesday,3,Local
3/11/2023 23:30,39931,0,0,0,0,0,235,235,1727,63.59192991,March,Saturday,23,Local
9/4/2022 8:14,33471,1,1,1,1,1,220,211,1610,49.05464272,September,Sunday,8,Local
12/1/2021 6:13,23982,1,1,1,0,0,220,213,1901,25.57610771,December,Wednesday,6,Local
4/15/2023 20:16,41125,0,0,0,1,1,233,233,1686,16.91391124,April,Saturday,20,Local
10/26/2020 17:09,10265,0,0,1,1,1,239,231,1515,40.48765656,October,Monday,17,Local
11/10/2023 20:00,48282,1,0,0,1,1,232,231,1824,67.65287924,November,Friday,20,Local
5/9/2022 8:15,29430,1,0,0,0,0,239,231,1855,16.9772145,May,Monday,8,Local
5/23/2023 17:13,42422,0,1,0,0,1,225,219,1677,97.08731536,May,Tuesday,17,Local
2/19/2022 13:27,26732,1,1,1,1,0,238,230,1659,79.74456693,February,Saturday,13,Local
7/28/2022 9:53,32172,0,1,1,1,1,237,237,1786,65.90558079,July,Thursday,9,Local
12/2/2021 22:10,24039,1,1,1,1,1,226,217,1667,76.47597033,December,Thursday,22,Local
1/16/2022 12:18,25566,0,0,0,1,0,232,229,1926,46.50554219,January,Sunday,12,Local
10/10/2023 16:56,47216,1,0,1,1,0,221,213,1638,62.39890858,October,Tuesday,16,Local
11/9/2023 22:16,48251,0,1,1,0,0,234,232,1765,31.07298428,November,Thursday,22,Local
1/19/2023 2:51,38155,1,0,0,0,0,225,218,1787,78.86247613,January,Thursday,2,Local
5/20/2021 22:18,17327,0,0,0,0,1,227,226,1681,81.93137643,May,Thursday,22,Local
8/5/2020 3:57,7438,1,0,1,0,0,230,224,1663,43.91967242,August,Wednesday,3,Local
7/4/2022 23:50,31370,0,1,1,0,0,224,216,1545,78.98981007,July,Monday,23,Local
8/15/2020 13:26,7794,0,1,0,0,0,236,229,1814,49.69292732,August,Saturday,13,Local
1/20/2020 5:50,660,1,0,1,1,0,239,232,1610,32.80253479,January,Monday,5,Local
2/7/2021 20:15,13831,1,1,1,1,1,233,227,1545,69.73999247,February,Sunday,20,Local
2/26/2023 1:54,39455,0,0,1,0,1,223,214,1850,22.05079857,February,Sunday,1,Local
1/21/2023 9:31,38233,0,1,1,0,1,231,226,1722,80.46582695,January,Saturday,9,Local
6/27/2022 20:08,31125,1,1,1,1,1,229,223,1908,75.35313271,June,Monday,20,Local
8/17/2023 3:06,45347,1,1,1,1,0,221,221,1553,51.66403799,August,Thursday,3,Local
2/29/2020 20:40,2051,0,1,0,1,0,224,223,1555,33.01936956,February,Saturday,20,Local
12/20/2020 1:22,12126,0,1,1,1,0,239,230,1970,67.25600785,December,Sunday,1,Local
2/11/2020 6:15,1414,1,0,0,0,1,232,231,1735,49.17905554,February,Tuesday,6,Local
11/4/2023 9:07,48061,1,0,0,0,0,234,227,1752,42.20566298,November,Saturday,9,Local
4/28/2023 15:55,41564,1,1,0,0,1,230,222,1833,10.98216992,April,Friday,15,Local
3/24/2021 23:42,15377,0,0,1,0,1,225,222,1682,56.6278182,March,Wednesday,23,Local
6/25/2023 19:15,43555,0,1,1,1,0,231,228,1506,66.17132138,June,Sunday,19,Local
9/18/2022 3:43,33944,0,0,1,1,0,237,228,1720,54.39296045,September,Sunday,3,Local
6/20/2023 8:12,43368,1,0,1,0,0,238,236,1800,74.42515674,June,Tuesday,8,Local
6/15/2020 16:56,5710,1,1,0,0,1,232,225,1531,99.86047934,June,Monday,16,Local
4/24/2020 13:17,3924,1,1,0,0,0,239,233,1700,53.45493514,April,Friday,13,Local
4/20/2023 9:36,41281,0,0,1,0,0,226,225,1791,40.39476073,April,Thursday,9,Local
4/3/2020 12:42,3204,1,0,1,0,0,224,215,1668,98.81706223,April,Friday,12,Local
3/17/2021 22:49,15136,1,0,1,0,0,238,230,1514,29.1831963,March,Wednesday,22,Local
7/22/2020 4:15,6959,1,0,1,0,1,222,213,1996,29.01762046,July,Wednesday,4,Local
4/30/2023 22:35,41642,0,1,1,0,1,231,226,1619,97.66631467,April,Sunday,22,Local
8/6/2020 13:35,7486,1,1,0,1,1,237,235,1572,53.00000759,August,Thursday,13,Local
9/7/2023 19:49,46090,1,0,1,0,1,232,231,1760,67.06160909,September,Thursday,19,Local
7/22/2021 5:50,19461,1,0,1,0,0,229,221,1988,95.63907094,July,Thursday,5,Local
4/7/2021 3:47,15828,0,1,0,1,1,226,217,1895,31.02282797,April,Wednesday,3,Local
2/8/2021 20:47,13866,0,1,1,1,0,225,220,1815,22.21487959,February,Monday,20,Local
5/12/2020 5:59,4530,0,1,0,1,0,228,227,1877,66.48681708,May,Tuesday,5,Local
12/25/2020 2:36,12299,0,0,0,1,0,226,219,1706,49.36486338,December,Friday,2,Local
9/5/2020 21:44,8525,1,1,0,0,1,234,225,1521,68.43792603,September,Saturday,21,Local
5/27/2022 23:22,30068,0,1,0,1,0,225,222,1574,38.2660554,May,Friday,23,Local
10/21/2020 3:17,10074,1,1,0,1,1,228,226,1779,28.50845064,October,Wednesday,3,Local
10/23/2020 2:15,10141,1,1,1,1,1,226,224,1938,51.65524158,October,Friday,2,Local
4/3/2022 13:03,28204,1,0,1,0,1,228,226,1686,35.99539962,April,Sunday,13,Local
6/8/2023 17:58,42971,0,1,0,1,1,222,215,1809,99.61438374,June,Thursday,17,Local
4/17/2020 22:54,3698,0,0,1,1,1,235,228,1790,25.48505466,April,Friday,22,Local
10/17/2020 15:12,9954,0,0,0,1,0,230,221,1785,43.97524161,October,Saturday,15,Local
4/6/2023 16:55,40812,1,1,0,0,0,226,219,1989,18.39964936,April,Thursday,16,Local
7/14/2020 11:14,6695,0,0,1,0,0,237,235,1887,75.27244571,July,Tuesday,11,Local
9/17/2022 2:30,33908,0,1,1,0,1,233,230,1578,95.56645244,September,Saturday,2,Local
3/12/2022 13:20,27451,0,1,0,1,0,227,227,1958,64.95168366,March,Saturday,13,Local
10/11/2022 4:40,34733,0,1,1,1,1,222,213,1635,52.09478661,October,Tuesday,4,Local
11/26/2020 23:01,11335,0,1,0,0,0,232,223,1913,79.44216712,November,Thursday,23,Local
9/15/2020 3:53,8842,1,1,0,1,0,229,229,1726,12.69318664,September,Tuesday,3,Local
12/22/2021 6:48,24702,0,0,1,1,0,224,216,1779,71.93449545,December,Wednesday,6,Local
5/20/2021 12:29,17313,0,0,1,0,0,236,230,1928,31.35492215,May,Thursday,12,Local
9/28/2021 8:50,21794,1,0,1,0,0,225,223,1629,11.75546436,September,Tuesday,8,Local
10/9/2022 9:55,34672,0,1,0,0,0,235,226,1912,91.12831662,October,Sunday,9,Local
12/23/2022 3:18,37231,1,1,1,0,0,223,220,1544,78.45114771,December,Friday,3,Local
10/10/2023 14:49,47213,0,1,1,0,1,224,220,1651,86.28315982,October,Tuesday,14,Local
8/10/2020 16:24,7627,1,0,0,1,0,230,228,1988,63.54211287,August,Monday,16,Local
8/9/2020 6:46,7579,1,0,0,1,0,234,228,1803,81.40757037,August,Sunday,6,Local
4/18/2021 2:35,16203,1,0,0,0,1,235,234,1830,66.57066317,April,Sunday,2,Local
5/2/2022 4:33,29185,1,0,0,0,0,226,225,1978,28.10404871,May,Monday,4,Local
7/8/2022 16:50,31497,1,1,1,1,0,226,221,1567,87.34774765,July,Friday,16,Local
2/5/2022 0:27,26234,1,1,1,0,0,223,216,1516,61.78723283,February,Saturday,0,Local
10/19/2022 6:05,35009,1,0,1,1,0,229,221,1706,82.38473561,October,Wednesday,6,Local
2/5/2020 10:47,1215,1,0,1,0,0,232,230,1693,74.02587526,February,Wednesday,10,Local
2/3/2022 16:12,26188,0,0,1,1,0,236,227,1866,46.08238436,February,Thursday,16,Local
4/18/2020 11:31,3716,1,0,1,1,1,236,235,1874,98.39426374,April,Saturday,11,Local
1/19/2022 13:53,25671,1,0,0,0,1,236,233,1655,97.40489126,January,Wednesday,13,Local
1/23/2020 19:20,782,0,1,0,0,0,220,219,1630,35.99586576,January,Thursday,19,Local
5/28/2023 16:22,42592,1,0,1,1,1,225,222,1672,17.92539821,May,Sunday,16,Local
2/18/2023 6:47,39188,0,0,1,1,0,235,234,1543,95.11121226,February,Saturday,6,Local
8/13/2022 8:31,32718,1,1,1,0,0,232,226,1754,95.36445142,August,Saturday,8,Local
12/28/2021 10:40,24913,0,0,0,0,0,230,221,1801,36.82001203,December,Tuesday,10,Local
3/28/2023 5:51,40488,1,0,0,1,1,223,217,1915,27.61007692,March,Tuesday,5,Local
7/24/2022 2:52,32025,0,0,0,1,0,232,226,1963,76.75784775,July,Sunday,2,Local
1/31/2020 10:14,1043,1,1,0,1,0,220,219,1736,20.49328109,January,Friday,10,Local
9/10/2023 23:30,46198,1,1,1,0,1,229,225,1917,46.74379094,September,Sunday,23,Local
4/19/2022 15:12,28755,1,0,1,0,1,222,214,1549,10.84950974,April,Tuesday,15,Local
10/14/2020 12:54,9848,0,1,0,0,1,236,234,1780,28.72378713,October,Wednesday,12,Local
9/12/2020 10:43,8749,0,0,1,0,1,233,229,1784,26.09353027,September,Saturday,10,Local
6/11/2023 21:39,43079,0,1,1,1,0,235,228,1943,29.52779775,June,Sunday,21,Local
7/2/2021 8:35,18780,0,0,1,1,0,232,228,1657,56.82084901,July,Friday,8,Local
8/31/2020 9:59,8337,1,1,0,1,0,222,222,1857,60.46000764,August,Monday,9,Local
10/19/2020 0:08,10001,0,0,1,1,0,239,233,1784,84.78827816,October,Monday,0,Local
7/21/2021 20:01,19447,0,0,1,1,1,223,219,1523,68.31720617,July,Wednesday,20,Local
9/3/2021 23:39,20959,0,0,0,0,0,225,219,1785,55.60214382,September,Friday,23,Local
5/17/2021 15:06,17214,1,0,1,1,0,224,215,1930,31.61328419,May,Monday,15,Local
8/3/2021 21:59,19895,1,1,0,0,0,232,223,1691,88.84881269,August,Tuesday,21,Local
4/15/2021 8:00,16108,0,1,1,1,1,237,230,1915,41.92088992,April,Thursday,8,Local
3/8/2023 4:23,39801,0,1,0,1,0,230,225,1765,79.49667486,March,Wednesday,4,Local
2/4/2021 19:22,13727,0,0,1,1,1,228,219,1834,38.66797521,February,Thursday,19,Local
11/2/2021 21:43,23011,1,0,1,0,0,229,229,1553,24.70027534,November,Tuesday,21,Local
1/21/2022 10:02,25734,1,0,0,1,0,234,229,1866,64.97859348,January,Friday,10,Local
4/5/2020 20:46,3284,1,0,0,0,1,238,235,1968,22.49879655,April,Sunday,20,Local
8/8/2023 8:10,45046,0,1,0,0,1,225,223,1525,86.26424774,August,Tuesday,8,Local
1/11/2020 9:29,357,0,1,1,1,1,224,217,1887,87.4415857,January,Saturday,9,Local
5/29/2020 15:40,5126,0,0,1,0,1,228,222,1756,42.50153299,May,Friday,15,Local
11/5/2023 8:14,48094,1,1,1,0,0,237,237,1712,51.268861,November,Sunday,8,Local
6/15/2022 13:05,30704,0,1,0,0,1,228,219,1725,24.4230386,June,Wednesday,13,Local
3/22/2020 4:57,2782,0,1,1,1,1,230,228,1843,60.57422412,March,Sunday,4,Local
6/20/2021 2:14,18360,0,0,1,1,0,227,227,1577,39.10775056,June,Sunday,2,Local
5/22/2023 11:47,42380,0,0,0,0,1,223,217,1769,33.2417678,May,Monday,11,Local
4/4/2023 15:51,40742,0,0,0,0,1,238,237,1933,17.5898597,April,Tuesday,15,Local
9/27/2022 18:59,34274,0,0,1,1,1,229,220,1631,44.36708716,September,Tuesday,18,Local
4/25/2021 21:00,16469,0,1,0,0,1,232,231,1541,83.79716101,April,Sunday,21,Local
11/6/2021 18:14,23143,0,0,1,1,0,229,223,1777,49.25884124,November,Saturday,18,Local
5/23/2020 14:36,4919,0,0,1,0,0,235,229,1690,77.05192001,May,Saturday,14,Local
7/31/2021 1:29,19763,0,0,0,1,1,220,211,1759,57.30929669,July,Saturday,1,Local
8/30/2020 20:40,8318,1,1,0,0,0,227,222,1735,47.89884363,August,Sunday,20,Local
9/6/2022 10:42,33543,1,0,1,1,0,220,218,1659,66.1519141,September,Tuesday,10,Local
10/26/2022 16:06,35263,1,0,0,1,1,229,226,1771,19.47389611,October,Wednesday,16,Local
7/26/2022 11:38,32106,1,0,1,1,1,221,214,1674,22.45632075,July,Tuesday,11,Local
8/28/2020 10:30,8235,0,1,0,1,0,234,226,1656,68.63662493,August,Friday,10,Local
12/18/2022 4:10,37061,0,0,0,1,0,223,214,1612,37.82571867,December,Sunday,4,Local
9/23/2021 1:17,21612,0,0,0,0,1,234,234,1834,47.59813718,September,Thursday,1,Local
3/30/2020 7:47,3060,1,0,1,0,1,228,219,1531,62.84123639,March,Monday,7,Local
10/17/2023 22:02,47463,0,0,1,1,1,221,220,1912,60.69587347,October,Tuesday,22,Local
5/4/2021 15:57,16770,0,0,1,1,0,226,218,1922,39.65812303,May,Tuesday,15,Local
3/12/2021 11:46,14949,1,0,1,0,0,230,229,1799,47.78956871,March,Friday,11,Local
6/2/2021 1:08,17742,1,0,1,1,0,231,225,1923,36.13325307,June,Wednesday,1,Local
10/5/2023 7:16,47031,0,1,1,0,0,232,226,1748,83.0917602,October,Thursday,7,Local
8/12/2021 6:25,20181,1,0,1,0,0,224,219,1705,25.22909645,August,Thursday,6,Local
9/18/2021 18:58,21466,1,0,0,0,0,227,221,1792,50.64166044,September,Saturday,18,Local
1/15/2020 22:49,513,0,0,0,0,0,232,231,1711,69.91539274,January,Wednesday,22,Local
2/17/2020 9:25,1624,1,0,1,1,0,227,225,1843,87.55867774,February,Monday,9,Local
12/14/2020 2:24,11922,0,0,1,0,1,238,231,1949,71.4828364,December,Monday,2,Local
8/10/2020 0:59,7605,1,1,1,1,1,228,222,1934,80.34413241,August,Monday,0,Local
11/10/2022 1:36,35756,0,0,0,1,1,239,237,1817,90.57777662,November,Thursday,1,Local
3/23/2022 5:50,27817,1,1,0,0,1,227,224,1994,69.98033508,March,Wednesday,5,Local
6/13/2023 14:18,43137,0,1,0,0,0,236,228,1873,69.22876914,June,Tuesday,14,Local
9/29/2023 6:12,46824,0,1,1,0,1,222,220,1812,38.83377635,September,Friday,6,Local
5/30/2023 19:31,42665,0,1,1,1,1,235,232,1675,50.71949466,May,Tuesday,19,Local
